регион;произведено;всего;добыча полезных ископаемых;сельское хоз-во;строительство;транспортировка;эк деятельность;городское и сельское население;потери;год
Омская область;6805.4;10409.4;4536;305.6;138;1291.5;1525.2;1643.1;970;2011
Омская область;7513.5;10872.1;4722.2;320.9;191.2;1281.5;1322.3;1701.9;964.2;2012
Омская область;7048.6;10126.9;4652;291.4;145.4;1276.9;1133;1579;710.3;2013
Омская область;7277;10753.8;4603.2;320.4;149.7;1227.8;1214.4;1656.9;1153.4;2014
Омская область;7277;10753.8;4603.2;320.4;149.7;1227.8;1214.4;1656.9;1153.4;2015
Омская область;7027.3;10862.4;4598.7;305.7;108;1190.9;1424.6;1700.2;1093.8;2016
Омская область;7106.7;10806.9;4275.3;220.9;68.7;1230.2;1749.5;1685.4;1172.1;2017
Омская область;7106.7;10806.9;4275.3;220.9;68.7;1230.2;1749.5;1685.4;1172.1;2018
Омская область;6258.4;10800.6;4216;267.6;78.3;1334.2;1588.5;1675;1094.1;2019
Омская область;5934.1;10351.1;4246.5;253;70.9;1241.9;1355;1772.9;893.7;2020
Омская область;6204.9;11250.8;4771.2;229.9;71;1446.7;1471;1901.9;897.4;2021
Омская область;6509.3;11310.4;4920.4;203.7;79;1330.4;1467.7;1986.1;864.3;2022
Омская область;6155.3;11330.8;4965.8;207.5;92;1354.8;1461.6;1902.6;883.9;2023
Оренбургская область;15167;14799.1;8398;315.4;131.7;1430.6;1231;1649.8;1642.6;2005
Оренбургская область;16044.9;15437.8;9780.7;269.3;128;1254.4;1226;1747.8;1031.6;2006
Оренбургская область;16598.2;16105.2;10809.5;276.9;98.3;1085.8;1130.3;1612.6;1091.8;2007
Оренбургская область;16836.3;16293.8;10638.4;289.3;145.3;1052.4;1196;1851.5;1120.9;2008
Оренбургская область;14819.4;15402.5;10040.2;288.7;127.8;522.9;1221.5;2183.5;1017.9;2009
Оренбургская область;17998.1;16098;10555.9;262.1;134.6;785.4;1263.3;1870.6;1226.1;2010
Оренбургская область;18207.9;16676.4;10935.1;225.1;188.3;857.1;1453.9;1804.2;1212.7;2011
Оренбургская область;19179;16473;10974.4;214.8;132.7;931.6;681.299999999999;1831.6;1388;2012
Оренбургская область;18085.1;15508.8;10152.8;196.7;135.6;974.3;697.5;1721.9;1281.8;2013
Оренбургская область;17698.4;15514.5;10138.6;197.7;140.5;1002.7;506.6;1768.5;1402;2014
Оренбургская область;17698.4;15514.5;10138.6;197.7;140.5;1002.7;506.6;1768.5;1402;2015
Оренбургская область;12580.5;15755.7;10381.2;195;146.8;1015.3;543.1;1805.6;1331.3;2016
Оренбургская область;11848.1;15857.6;10491.7;193.2;146.4;987.1;448.4;1894.1;1315;2017
Оренбургская область;11848.1;15857.6;10491.7;193.2;146.4;987.1;448.4;1894.1;1315;2018
Оренбургская область;10806.2;16413.8;10598.5;172.2;151.5;1171.2;519.8;2221;1187.8;2019
Оренбургская область;11362;17415.9;11000.4;164.3;137.9;1021.6;594.6;2686.3;1240.1;2020
Оренбургская область;12259.5;19060.2;12353.2;174.7;129.3;1265.9;678.7;2488.7;1310.2;2021
Оренбургская область;12884;18271.3;11393.2;207.8;82;1210.4;1071.1;2528.7;1346.4;2022
Оренбургская область;15996.1;18002.8;11213.2;167.8;80;1265.1;1021.7;2691.1;1222.6;2023
Орловская область;1468;2914.5;959.1;145.2;34.3;390.6;408;458.2;519.1;2005
Орловская область;1456.1;2833.3;948.1;135.5;38;369.3;397.2;462.3;482.9;2006
Орловская область;1527.5;2835.4;1000.6;115.5;45.4;339.3;405.9;482.6;446.1;2007
Орловская область;1482.9;2790.3;968;119.2;41.9;290.8;459.3;465.4;445.7;2008
Орловская область;1225.4;2631.2;854.7;116.7;33.8;272;454.8;470.5;428.7;2009
Орловская область;1319.6;2693.9;885.5;118;45865;252.7;583;399.3;427.7;2010
Орловская область;1236.3;2721.7;919.5;120.4;45869;273.3;471.8;506.7;398.3;2011
Орловская область;1272.2;2845.8;1017.3;118;33.4;298.5;640.3;321.4;360.9;2012
Орловская область;1335.2;2828.3;1013.2;124.1;34.8;287;579.9;374.3;348.2;2013
Орловская область;1277.6;2686;956.5;106.7;33.6;291.1;469.7;375.9;383.1;2014
Орловская область;1277.6;2686;956.5;106.7;33.6;291.1;469.7;375.9;383.1;2015
Орловская область;1274.6;2710;867.7;130.1;45925;342.9;407.2;345.6;385.1;2016
Орловская область;1255.4;2747.1;890.4;127;45922;333.6;437.5;351.1;376.3;2017
Орловская область;1255.4;2747.1;890.4;127;45922;333.6;437.5;351.1;376.3;2018
Орловская область;1294.1;2767.5;925.4;152.4;45796;286.3;398.6;439;336.8;2019
Орловская область;1148.5;2727.2;870.8;166.3;45676;269.5;396.2;469.7;321.2;2020
Орловская область;1332.5;2816.6;897.6;168.9;45708;261.5;444.6;485.5;328.9;2021
Орловская область;1564.1;2998.7;1028.1;181.6;45826;295;439.8;495.2;341.2;2022
Орловская область;1594.5;3052.6;1059.8;184.4;45826;296.9;439.8;494.6;359.3;2023
Пензенская область;1955.2;4484.4;1245.9;181.2;46.8;986.6;562.9;745.1;715.9;2005
Пензенская область;1894.1;4329.8;1471.3;178.9;48.2;926.3;588.4;674.1;442.6;2006
Пензенская область;1738.9;4442.3;1485.8;189.6;58.4;762.6;792.1;717.5;436.3;2007
Пензенская область;1815.4;4443.7;1571.3;174;57.7;747.4;662;799.6;431.7;2008
Пензенская область;1587;4259;1359.5;152.2;48.6;767;702.8;814.4;414.5;2009
Пензенская область;1501.1;4357.9;1371;145;44.4;755.9;769.2;863.8;408.6;2010
Пензенская область;1569.5;4460.7;1381.7;146.8;53.8;856.5;761.5;867.7;392.7;2011
Пензенская область;1421.6;4610.1;1300.3;159.3;59.7;919;652.9;924.9;408.4;2012
Пензенская область;1393.4;4695.5;1360.3;172.5;71.2;898.1;622.2;973.3;401.1;2013
Пензенская область;1276.5;4768.5;1375.1;182.6;71.1;950.8;563;1012.7;422.1;2014
Пензенская область;1276.5;4768.5;1375.1;182.6;71.1;950.8;563;1012.7;422.1;2015
Пензенская область;1290.8;4699;1316.2;176.8;56.4;964.6;529.2;1041.1;409.8;2016
Пензенская область;1263.9;4788.4;1349.8;187.4;59.7;1005.3;464.3;1066.4;405.3;2017
Пензенская область;1263.9;4788.4;1349.8;187.4;59.7;1005.3;464.3;1066.4;405.3;2018
Пензенская область;1231.3;4808.9;1253.6;176.6;62.7;988.4;526.1;1078.9;448.3;2019
Пензенская область;1232.8;4642.7;1260.8;185.8;53.5;803.1;531.6;1126.1;437.4;2020
Пензенская область;1514.4;4829.9;1275;186.5;53.6;803.7;600.4;1175.2;443.4;2021
Пензенская область;1346.5;4909.3;1275.7;189;51.5;851.9;611.8;1208.3;429.9;2022
Пензенская область;1567.6;4874.1;1314;190;49.9;770.5;578.1;1246.7;432.3;2023
Пермский край;28048;24812.4;16115.2;271.8;179.8;2146.7;1261.5;1781;3056.4;2005
Пермский край;28543.2;25360.8;16272.4;320.9;172.8;2352;1646.7;1899;2697;2006
Пермский край;31918.3;32477.1;22108.4;323.9;153.9;2354.7;2385.1;2169.1;2982;2007
Пермский край;32180.7;32785.2;21536.4;318.1;149.4;2342.3;3354.7;2114.2;2970.1;2008
Пермский край;28818.1;25360.3;14983.4;247.9;109.3;2145.2;2956.4;2129.4;2788.7;2009
Пермский край;29661.4;22882;13301;216.6;83.9;2166.1;2243.7;2098.2;2772.5;2010
Пермский край;31400.8;25284.4;14986;199.6;87.7;2124.1;2520.6;2223.8;3142.6;2011
Пермский край;30968.1;26859.5;16986.9;163;45.4;2196;2600.3;2426.6;2423.6;2012
Пермский край;33543.5;25609.9;15420.4;191.5;68.8;2291.2;2675.9;2685.6;2259.5;2013
Пермский край;34070.1;26352.6;14810.2;205.7;174.6;1978.3;2146.2;2789;2312.5;2014
Пермский край;34070.1;26352.6;14810.2;205.7;174.6;1978.3;2146.2;2789;2312.5;2015
Пермский край;27734.9;26112.5;14192.6;170.5;141.3;1962.1;2191.7;2788.5;2455.6;2016
Пермский край;31344.6;26634.8;15548.1;163.6;114.5;1996.1;1804.7;2687.5;2361.2;2017
Пермский край;31344.6;26634.8;15548.1;163.6;114.5;1996.1;1804.7;2687.5;2361.2;2018
Пермский край;31261.6;26207.2;15999.7;153.1;102.6;1959.6;1650.7;2858.5;1937.2;2019
Пермский край;26987.6;24396.4;14876.4;150;100.5;1797.2;1516.1;2901.2;1770.4;2020
Пермский край;26994.5;25744.7;15946.4;168;99.5;1869.4;1571.4;2832.4;1820.1;2021
Пермский край;29451.6;24213.8;14588.8;198.3;106.5;1892.1;1407.7;2922.8;1809.9;2022
Пермский край;29538.7;25157.3;16027.3;214.7;136.7;1869.5;1125.3;2933.1;1807;2023
Приволжский федеральный округ;192777;197209.7;104002.3;3208.6;1677.4;21802.8;19314.4;24748.6;17118;2012
Приволжский федеральный округ;187496.2;179959.8;94969.3;4049.5;1622.3;21627;16554.4;19708.3;21429;2005
Приволжский федеральный округ;191058.8;185485.6;99409;3986.2;1750.5;22537.2;19109.5;20738.6;17954.6;2006
Приволжский федеральный округ;197661.1;198337.9;108917.4;3762.4;1707.8;22835.3;21448.1;21165.2;18501.7;2007
Приволжский федеральный округ;198435;196391;107429;3525.5;1841.2;22531.3;20964.9;21652.3;18446.9;2008
Приволжский федеральный округ;184666.7;179794.7;95160.4;3293.1;1539.8;19353.9;21186.8;22352.4;16908.3;2009
Приволжский федеральный округ;190659.4;183014;96053.9;3135;1522.8;20643.3;22179.6;22604.5;16874.9;2010
Приволжский федеральный округ;193629.2;192563.5;101444.4;3186.4;1741.6;21786.9;23482.5;23310;17611.7;2011
Приволжский федеральный округ;195040.2;196987.5;103917.8;3371.2;1790.2;21568.9;19573.5;25055;15870.3;2013
Приволжский федеральный округ;188101.8;197384.2;102320;3380.4;2029.4;19476.1;17844.3;26651.9;17453.7;2014
Приволжский федеральный округ;188101.8;197384.2;102320;3380.4;2029.4;19476.1;17844.3;26651.9;17453.7;2015
Приволжский федеральный округ;178758.6;197471.4;101458.4;3410.7;1837.8;18979.8;17969;27718.3;17916;2016
Приволжский федеральный округ;183776.3;201021.4;105900.5;3481.9;1801.4;19956.6;16037;28038.9;17019.4;2017
Приволжский федеральный округ;183776.3;201021.4;105900.5;3481.9;1801.4;19956.6;16037;28038.9;17019.4;2018
Приволжский федеральный округ;188268.2;201108.1;106294.7;3664.3;1695.1;19584.9;16974.2;28782.3;16174.5;2019
Приволжский федеральный округ;181325;190943;100117;3610.1;1594.1;17856.9;15346;29775;15493.3;2020
Приволжский федеральный округ;186556.8;201742.6;105556.2;3679.8;1689.1;18543.8;16597.1;32135.7;16047;2021
Приволжский федеральный округ;193058.6;202486.5;104170.5;3887.3;1701.2;19189.1;16550.1;33380;16205.4;2022
Приволжский федеральный округ;196180.9;205366.4;108882;3936.2;1732.6;19082.4;15654.3;33799.6;15272.6;2023
Приморский край;7992.7;7979.9;3143.1;95.5;79.6;914.8;1602.8;807;1337.1;2005
Приморский край;7699.9;8047.1;3030.8;77.8;90.1;830;1393.7;1034.5;1590.2;2006
Приморский край;8821.3;11156.9;3459.7;97.6;87.2;1248.6;1737;2254.4;2272.4;2007
Приморский край;9513;11650.3;3601;91.2;93.5;1252.1;1857;2409.5;2346;2008
Приморский край;8823.2;11505.7;3288.7;70;98.4;1171.2;2334.8;2264.9;2277.7;2009
Приморский край;9349.4;12180.5;3723.5;92.9;108.9;1389.2;1842.6;2948;2075.4;2010
Приморский край;10148.7;12471;3853.5;93.4;138.7;1530.4;1660.7;3056;2138.3;2011
Приморский край;10484.9;12667.1;3677.7;107.3;177.4;1663.1;1465.4;3393.1;1564;2012
Приморский край;9451;12631;3553.6;101.5;141.7;1662.3;1360.3;3557.5;1555.5;2013
Приморский край;9981.7;12617.1;3386.1;109.7;140.8;1695.3;1464.4;3491.2;1686;2014
Приморский край;9981.7;12617.1;3386.1;109.7;140.8;1695.3;1464.4;3491.2;1686;2015
Приморский край;10019.8;13178.4;3428.4;96.6;114.7;1809.3;1316;3874.1;1898.6;2016
Приморский край;10680.3;13182.4;3795.3;115;114.9;1676.9;994.2;3915.8;1697.9;2017
Приморский край;10680.3;13182.4;3795.3;115;114.9;1676.9;994.2;3915.8;1697.9;2018
Приморский край;11351.5;13373.8;3915.9;120.4;108.6;1730.3;1021.8;3910.4;1629.7;2019
Приморский край;10850.1;13419.3;3785.2;125.5;108.7;1758;1044.7;3934.5;1699.1;2020
Приморский край;11326.9;13929.2;3847.1;132.7;101.8;1877.5;1209;4141.4;1661.2;2021
Приморский край;11854.1;14237.1;3722;158.1;115.2;2135.2;1323.4;4172.7;1640;2022
Приморский край;11512.2;14403.7;3781.9;172.4;118;2217.9;1371.4;4256.4;1501.2;2023
Псковская область;1477.1;1942.6;596.9;71;38.5;88.5;368.1;389.2;390.4;2005
Псковская область;1912.5;2032.8;698.5;74.2;37.2;80;326.6;438.4;377.9;2006
Псковская область;1759.5;2042.5;692.3;67.8;44.1;77.7;338.1;210.7;355.5;2007
Псковская область;1918;2099.4;682.3;64.6;47;79.7;380.5;501.3;344;2008
Псковская область;1883.3;2092.6;627.7;66.6;45928;89.7;478.8;450.7;350.2;2009
Псковская область;2267.7;2134.1;663.8;77;45744;91.5;432.6;475.9;365;2010
Псковская область;1962.2;2132;700.9;72.1;31.2;93.3;394.5;492.4;347.6;2011
Псковская область;1725.5;2141.3;680.7;76.8;35.2;95.9;281.4;509.2;296;2012
Псковская область;1533.7;1996.4;608.6;72.4;34.4;94;240.9;529.6;257.9;2013
Псковская область;1043.8;1919.7;524.2;81.1;37.3;90.9;208;541.2;275.5;2014
Псковская область;1043.8;1919.7;524.2;81.1;37.3;90.9;208;541.2;275.5;2015
Псковская область;378.5;2016.4;553.2;112.5;37.7;92.3;224.4;560.9;278.6;2016
Псковская область;822;2132;640;127.6;45747;45677;231.8;640.5;264.6;2017
Псковская область;822;2132;640;127.6;45747;45677;231.8;640.5;264.6;2018
Псковская область;228.6;2113.9;611.2;151.9;35.5;45921;246.5;626.3;237.3;2019
Псковская область;190.8;2063.8;573.6;154.6;41.4;50.7;219.4;625.8;227.9;2020
Псковская область;162;2283.7;581.8;156.4;45;52.9;301.9;742;229.6;2021
Псковская область;72.2;2286.7;572.8;148.4;43.4;54;319.5;745.9;236.3;2022
Псковская область;157.8;2337.7;605;158.3;44.7;58.9;320.3;728.1;252.3;2023
Республика Адыгея;98.9;814.9;221.5;19;45816;36.7;136.3;209.4;183.4;2005
Республика Адыгея;91.6;942.1;219;18;8;35.9;157.6;209.7;293.9;2006
Республика Адыгея;90.7;916.8;208.9;45915;45909;16;161.7;232.1;272.3;2007
Республика Адыгея;89.8;992.5;233.1;45761;45848;45801;173.8;242.5;293.5;2008
Республика Адыгея;91;1199.4;298.8;45822;45671;45859;201.8;300.4;348;2009
Республика Адыгея;93.5;1385.8;305.7;45919;15;45925;280.4;371.2;367.7;2010
Республика Адыгея;78.7;1405.2;304.9;45918;45822;24;276.5;381.5;384.8;2011
Республика Адыгея;100.1;1253.7;286.5;45857;45706;45679;150.7;400.9;283.8;2012
Республика Адыгея;127.7;1300.5;291.9;45889;45763;45769;147.6;402.1;319.4;2013
Республика Адыгея;143.3;1343.6;376.2;45709;15;45731;165.2;414.3;265.9;2014
Республика Адыгея;143.3;1343.6;376.2;45709;15;45731;165.2;414.3;265.9;2015
Республика Адыгея;174.6;1451.4;459.6;45887;45763;45920;127.4;358.4;362.4;2016
Республика Адыгея;164.6;1434.6;478.1;45918;45667;45776;188.8;399.3;245.4;2017
Республика Адыгея;164.6;1434.6;478.1;45918;45667;45776;188.8;399.3;245.4;2018
Республика Адыгея;161;1434.6;294.3;45826;45713;45907;406.8;391.8;236.9;2019
Республика Адыгея;371.6;1649;309.7;45916;45736;45907;598.4;445.2;204.5;2020
Республика Адыгея;504.2;1831.6;341.4;45675;45890;45724;687.1;490.9;216.5;2021
